postal_code,name,municipality,prefecture,periphery,type
14561,ΚΗΦΙΣΙΑ,ΚΗΦΙΣΙΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
14562,ΚΗΦΙΣΙΑ,ΚΗΦΙΣΙΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
14563,ΚΗΦΙΣΙΑ,ΚΗΦΙΣΙΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
14564,ΚΗΦΙΣΙΑ,ΚΗΦΙΣΙΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
14565,ΑΓΙΟΣ ΣΤΕΦΑΝΟΣ,ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
14568,ΚΡΥΟΝΕΡΙ,ΚΡΥΟΝΕΡΙΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14569,ΑΝΟΙΞΗ,ΑΝΟΙΞΕΩΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14572,ΔΡΟΣΙΑ,ΔΡΟΣΙΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14574,ΡΟΔΟΠΟΛΗ,ΡΟΔΟΠΟΛΕΩΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14575,ΣΤΑΜΑΤΑ,ΣΤΑΜΑΤΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14576,ΔΙΟΝΥΣΟΣ,ΔΙΟΝΥΣΟΥ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14578,ΕΚΑΛΗ,ΕΚΑΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
14671,ΝΕΑ ΕΡΥΘΡΑΙΑ,ΝΕΑΣ ΕΡΥΘΡΑΙΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15121,ΠΕΥΚΗ,ΠΕΥΚΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15122,ΜΑΡΟΥΣΙ,ΑΜΑΡΟΥΣΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15123,ΜΑΡΟΥΣΙ,ΑΜΑΡΟΥΣΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15124,ΜΑΡΟΥΣΙ,ΑΜΑΡΟΥΣΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15125,ΜΑΡΟΥΣΙ,ΑΜΑΡΟΥΣΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15126,ΜΑΡΟΥΣΙ,ΑΜΑΡΟΥΣΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15127,ΜΕΛΙΣΣΙΑ,ΜΕΛΙΣΣΙΩΝ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15231,ΧΑΛΑΝΔΡΙ,ΧΑΛΑΝΔΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15232,ΧΑΛΑΝΔΡΙ,ΧΑΛΑΝΔΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15233,ΧΑΛΑΝΔΡΙ,ΧΑΛΑΝΔΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15234,ΧΑΛΑΝΔΡΙ,ΧΑΛΑΝΔΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15235,ΒΡΙΛΗΣΣΙΑ,ΒΡΙΛΗΣΣΙΩΝ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15236,ΝΕΑ ΠΕΝΤΕΛΗ,ΠΕΝΤΕΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
15237,ΦΙΛΟΘΕΗ,ΦΙΛΟΘΕΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15238,ΧΑΛΑΝΔΡΙ,ΧΑΛΑΝΔΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15239,ΝΕΑ ΠΕΝΤΕΛΗ,ΠΕΝΤΕΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
15341,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15342,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15343,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15344,ΓΕΡΑΚΑΣ,ΓΕΡΑΚΑ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15349,ΑΝΘΟΥΣΑ,ΑΝΘΟΥΣΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΚΟΙΝΟΤΗΤΑΣ
15351,ΡΑΦΗΝΑ,ΡΑΦΗΝΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15354,ΓΛΥΚΑ ΝΕΡΑ,ΓΛΥΚΩΝ ΝΕΡΩΝ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15451,ΝΕΟ ΨΥΧΙΚΟ,ΝΕΟΥ ΨΥΧΙΚΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15452,ΨΥΧΙΚΟ,ΨΥΧΙΚΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15561,ΧΟΛΑΡΓΟΣ,ΧΟΛΑΡΓΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15562,ΧΟΛΑΡΓΟΣ,ΧΟΛΑΡΓΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15669,ΠΑΠΑΓΟΣ,ΠΑΠΑΓΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15771,ΖΩΓΡΑΦΟΣ,ΖΩΓΡΑΦΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15772,ΖΩΓΡΑΦΟΣ,ΖΩΓΡΑΦΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
15773,ΖΩΓΡΑΦΟΣ,ΖΩΓΡΑΦΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16121,ΚΑΙΣΑΡΙΑΝΗ,ΚΑΙΣΑΡΙΑΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16122,ΚΑΙΣΑΡΙΑΝΗ,ΚΑΙΣΑΡΙΑΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16231,ΒΥΡΩΝΑΣ,ΒΥΡΩΝΟΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16232,ΒΥΡΩΝΑΣ,ΒΥΡΩΝΟΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16233,ΒΥΡΩΝΑΣ,ΒΥΡΩΝΟΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16341,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16342,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16343,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16344,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16345,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16346,ΗΛΙΟΥΠΟΛΗ,ΗΛΙΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16451,ΑΡΓΥΡΟΥΠΟΛΗ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16452,ΑΡΓΥΡΟΥΠΟΛΗ,ΑΡΓΥΡΟΥΠΟΛΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16561,ΓΛΥΦΑΔΑ,ΓΛΥΦΑΔΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16562,ΓΛΥΦΑΔΑ,ΓΛΥΦΑΔΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16671,ΒΟΥΛΙΑΓΜΕΝΗ,ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16671,ΒΟΥΛΙΑΓΜΕΝΗ,ΒΟΥΛΙΑΓΜΕΝΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16672,ΒΑΡΗ,ΒΑΡΗΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16673,ΒΟΥΛΑ,ΒΟΥΛΑΣ,ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16674,ΓΛΥΦΑΔΑ,ΓΛΥΦΑΔΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16675,ΓΛΥΦΑΔΑ,ΓΛΥΦΑΔΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
16777,ΕΛΛΗΝΙΚΟ,ΕΛΛΗΝΙΚΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17121,ΝΕΑ ΣΜΥΡΝΗ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17122,ΝΕΑ ΣΜΥΡΝΗ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17122,ΝΕΑ ΣΜΥΡΝΗ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17123,ΝΕΑ ΣΜΥΡΝΗ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17124,ΝΕΑ ΣΜΥΡΝΗ,ΝΕΑΣ ΣΜΥΡΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17234,ΔΑΦΝΗ,ΔΑΦΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17235,ΔΑΦΝΗ,ΔΑΦΝΗΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17236,ΥΜΗΤΤΟΣ,ΥΜΗΤΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17237,ΥΜΗΤΤΟΣ,ΥΜΗΤΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17341,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17341,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17342,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17343,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17455,ΚΑΛΑΜΑΚΙ,ΑΛΙΜΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17456,ΚΑΛΑΜΑΚΙ,ΑΛΙΜΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17561,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17562,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17563,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17564,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17671,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17672,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17673,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17674,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17675,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17676,ΚΑΛΛΙΘΕΑ,ΚΑΛΛΙΘΕΑΣ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
17778,ΤΑΥΡΟΣ,ΤΑΥΡΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18010,ΑΙΓΙΝΑ,ΑΙΓΙΝΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18020,ΠΟΡΟΣ,ΤΡΟΙΖΗΝΟΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18020,ΠΟΡΟΣ,ΤΡΟΙΖΗΝΟΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18030,ΜΕΘΑΝΑ,ΜΕΘΑΝΩΝ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18040,ΥΔΡΑ,ΥΔΡΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18050,ΣΠΕΤΣΕΣ,ΣΠΕΤΣΩΝ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18050,ΣΠΕΤΣΕΣ,ΣΠΕΤΣΩΝ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18050,ΣΠΕΤΣΕΣ,ΣΠΕΤΣΩΝ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18120,ΚΟΡΥΔΑΛΛΟΣ,ΚΟΡΥΔΑΛΛΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18121,ΚΟΡΥΔΑΛΛΟΣ,ΚΟΡΥΔΑΛΛΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18122,ΚΟΡΥΔΑΛΛΟΣ,ΚΟΡΥΔΑΛΛΟΥ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18233,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,ΑΓΙΟΥ ΙΩΑΝΝΟΥ ΡΕΝΤΗ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18344,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18345,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18346,ΜΟΣΧΑΤΟ,ΜΟΣΧΑΤΟΥ,ΑΘΗΝΩΝ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18450,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18451,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18452,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18453,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18454,ΝΙΚΑΙΑ,ΝΙΚΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΔΗΜΟΥ
18531,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18532,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18533,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18534,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18535,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18536,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
18537,ΠΕΙΡΑΙΑΣ,ΠΕΙΡΑΙΩΣ,ΠΕΙΡΑΙΩΣ,ΑΤΤΙΚΗΣ,ΠΡΩΤ. ΝΟΜΟΥ
